use,keyword,pref_label,synonyms,definition,class
,kon,Kongo Language,"('Kongo Language', 'KON', 'Kongo')","('A Niger-Congo Bantu language spoken by the Kongo and Ndundu people living in the tropical forests of the Democratic Republic of the Congo, the Republic of the Congo, and Angola.',)",Thesaurus:C153984
,kon,Kongo Language,"('Kongo Language', 'KON', 'Kongo')","('A Niger-Congo Bantu language spoken by the Kongo and Ndundu people living in the tropical forests of the Democratic Republic of the Congo, the Republic of the Congo, and Angola.',)",Thesaurus:C153984
y,kon,Rate of association,"('kon',)","('Rate of association of a protein with another protein or some other molecule.',)",http://edamontology.org/data:3451
y,koff,Koff,(),('Dissociation rate constant measuring the stability of a complex. Unit SECOND (s-1)'),MI:0835
,lab,AML Lab Table,"('AML Lab Table', 'Acute Myeloid Leukemia Lab Table', 'Lab', 'Lab Table')","('Terminology created by EVS and PCDC to support the AML Lab Table.',)",Thesaurus:C173206
,lab,AML Lab Table,"('AML Lab Table', 'Acute Myeloid Leukemia Lab Table', 'Lab', 'Lab Table')","('Terminology created by EVS and PCDC to support the AML Lab Table.',)",Thesaurus:C173206
y,lab,Laboratory,"('LABORATORY', 'Lab', 'Laboratory')","('A facility equipped and competent to conduct scientific experiments, observations, tests, investigations, and/or to manufacture chemicals or medical products.',)",NCIT:C37984
,lab,linker for activation of T-cells family member 2,"('LAB', 'WBSCR15', 'NTAL', 'WBS15', 'WBSCR5', 'non-T-cell activation linker', 'membrane-associated adapter molecule', 'Williams-Beuren syndrome chromosomal region 5 protein', 'Williams-Beuren syndrome chromosomal region 15 protein', 'LAT2', 'Williams-Beuren syndrome chromosomal region 15 protein homolog', 'linker for activation of B-cells')","('A protein that is a translation product of the LAT2 gene or a 1:1 ortholog thereof.', 'Category=gene. Flag=automatic.')",PR:000009684
,lab,linker for activation of T-cells family member 2 (chicken),"('LAB', 'NTAL', 'LAT2', 'non-T-cell activation linker (chicken)', 'chick-LAT2', 'linker for activation of B-cells (chicken)')","('A linker for activation of T-cells family member 2 that is encoded in the genome of chicken.', 'Category=organism-gene.')",PR:Q5S7W5
,lab,vnd,"('EG:118B3.1', 'l(1)VE769', 'Dm vnd', 'dNK-2', 'VND', 'CG6172', 'l(1)EC6', 'l(1)GA122', 'l(1)EA142', 'nk-2', 'DmelCG6172', 'HDC16822', 'Dm-NK2', 'lab', 'l(1)1Bf', 'EC6', 'NK-2', 'l(1)GA100', 'Nkx2', 'l(1)RC24', 'vnd/NK-2', 'l(1)VA208', 'NK2', 'Vnd')","('The protein-coding gene vnd (ventral nervous system defective) located on the chromosome X mapped at 1B10-1B10|1-0.0 cM.',)",NCBIGene:31003
y,label,Label,"('Label', 'Tag')","('A brief description given for purposes of identification; an identifying or descriptive marker that is attached to an object.',)",Thesaurus:C45561
,label,Label,"('Label', 'Tag')","('A brief description given for purposes of identification; an identifying or descriptive marker that is attached to an object.',)",Thesaurus:C45561
,label,label,"('label',)","('A role played by a part of a molecular entity distinguishable by the observer but not by the system and used to identify a tracer.',)",CHEBI:35209
,label,obsolete_label role,"('label',)","('Label role is a role which inheres in a material entity and which is realized in a detection of label assay',)",OBI:0000140
,large,Large,"('LARGE', 'Large', 'Larger')","('Of considerable or relatively great size, extent, or capacity.',)",NCIT:C49508
,large,Large,"('LARGE', 'Large', 'Larger')","('Of considerable or relatively great size, extent, or capacity.',)",Thesaurus:C49508
,large,glycosyltransferase-like protein LARGE1,"('KIAA0609', 'LARGE1', 'acetylglucosaminyltransferase-like 1A', 'LARGE')","('A protein that is a translation product of the LARGE gene or a 1:1 ortholog thereof.', 'Category=gene. Flag=automatic.')",PR:000009667
,large,increased size,"('big', 'enlarged', 'expanded', 'great', 'large')","('A size quality which is relatively high.',)",PATO:0000586
y,laser,Laser,"('Electromagnetic, Laser', 'Radiation, Laser', 'Laser', 'laser')","('An acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light.',)",Thesaurus:C16782
,laser,Laser,"('Electromagnetic, Laser', 'Radiation, Laser', 'Laser', 'laser')","('An acronym for light amplification by stimulated emission of radiation; an optical device that produces an intense monochromatic beam of coherent light.',)",Thesaurus:C16782
,laser,Lasers,"('Q Switched Lasers', 'Laser, Continuous Wave', 'Lasers, Pulsed', 'Laser', 'Pulsed Laser', 'Maser', 'Q-Switched Laser', 'Lasers, Q-Switched', 'Lasers, Continuous Wave', 'Q-Switched Lasers', 'Masers', 'Pulsed Lasers', 'Laser, Q-Switched', 'Laser, Pulsed', 'Continuous Wave Lasers', 'Continuous Wave Laser')","('The microwave equivalent of LASERS.', 'An optical source that emits photons in a coherent beam. Light Amplification by Stimulated Emission of Radiation (LASER) is brought about using devices that transform light of varying frequencies into a single intense, nearly nondivergent beam of monochromatic radiation. Lasers operate in the infrared, visible, ultraviolet, or X-ray regions of the spectrum.')",MESH:D007834
,laser,laser,"('light amplification by the stimulated emission of radiation',)","('A laser (acronym for light amplification by the stimulated emission of radiation) is a light source that emits photons of the same characteristics in a coherent beam. A laser uses a solid, liquid or gaseous lasing medium, that contains molecules, of which some atoms have electrons that emit photons of the same frequency when falling back to their normal orbital after excitation (pumping) by external means A laser is the most common way to irradiate a cell in a flow cytometer.',)",OBI:0400064
,laser,laser,"('light amplification by the stimulated emission of radiation',)","('A laser (acronym for light amplification by the stimulated emission of radiation) is a light source that emits photons of the same characteristics in a coherent beam. A laser uses a solid, liquid or gaseous lasing medium, that contains molecules, of which some atoms have electrons that emit photons of the same frequency when falling back to their normal orbital after excitation (pumping) by external means A laser is the most common way to irradiate a cell in a flow cytometer.\n\nsource: http://purl.obolibrary.org/obo/OBI_0400064',)",OBI:0400064
,laser,laser,(),"('A laser (acronym for light amplification by the stimulated emission of radiation) is a light source that emits photons of the same characteristics in a coherent beam. A laser uses a solid, liquid or gaseous lasing medium, that contains molecules, of which some atoms have electrons that emit photons of the same frequency when falling back to their normal orbital after excitation (pumping) by external means A laser is the most common way to irradiate a cell in a flow cytometer.',)",OBI:0400064
,laser,laser,(),"('Device that emits light (electromagnetic radiation) through a process called stimulated emission. The term is an acronym for Light Amplification by Stimulated Emission of Radiation.',)",MS:1000840
,laser,laser,(),"('acronym stands for Light Amplification by Stimulated Emission of Radiation; this phenomenon is brought about using devices that transform light of varying frequencies into a single intense, nearly nondivergent beam of monochromatic radiation; lasers operate in the visible, infrared, or ultraviolet regions of the spectrum and are capable of producing immense heat and power when focused at close range; used in surgical procedures, in diagnosis, and in physiologic studies; lasers used at low power, transmitting light not heat, have been used in wound healing and pain control.',)",http://purl.bioontology.org/ontology/CSP/2138-3163
y,laser power,excitation laser power setting,"('excitation laser power', 'laser power')","('The excitation laser power setting is the power of the laser beam used for exciting the sample. [Allotrope]',)",http://purl.allotrope.org/ontologies/result#AFR:0001595
y,laser wavelength,excitation laser wavelength setting (Raman),"('laser wavelength', 'excitation laser wavelength')","('The excitation laser wavelength setting is the wavelength of the laser beam used for the Raman excitation of the sample. [Allotrope]',)",http://purl.allotrope.org/ontologies/result#AFR:0001594
y,length,Length,"('LENGTH', 'Length')","('The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.',)",Thesaurus:C25334
,length,Length,"('LENGTH', 'Length')","('The linear extent in space from one end of something to the other end, or the extent of something from beginning to end.',)",Thesaurus:C25334
,length,length,(),"('&lt;ncicp:ComplexDefinition&gt;&lt;ncicp:def-definition&gt;A 1-D extent quality which is equal to the distance between two points.&lt;/ncicp:def-definition&gt;&lt;/ncicp:ComplexDefinition&gt;',)",http://purl.org/obo/owl/PATO#PATO:0000122
,length,length,(),"('A 1-D extent quality which is equal to the distance between two points.', 'Length often refers to the longer or longest dimension of an object, however, this is not always true. See https://github.com/pato-ontology/pato/issues/337 for full discussion.')",PATO:0000122
,length,length,(),"('A 1-D extent quality which is equal to the distance between two points.',)",PATO:0000122
,length,length,(),"('Length is a quality quantification facet that quantifies the distance between two points in space. [Allotrope]',)",http://purl.allotrope.org/ontologies/result#AFR:0001817
,length unit,length unit,"('unit of length',)","('&lt;ncicp:ComplexDefinition&gt;&lt;ncicp:def-definition&gt;A unit which is a standard measure of the distance between two points.&lt;/ncicp:def-definition&gt;&lt;/ncicp:ComplexDefinition&gt;',)",http://purl.org/obo/owl/UO#UO:0000001
